annotatable	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
annotatable																			mixin for classes that support annotations																																		True																																							
annotation	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
annotation	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
annotation	tag		tag																a tag associated with an extension			extension																					True																		uriorcurie									True																						
annotation	value		value																the actual annotation			extension																																							string									True																						
annotation																			a tag/value pair with the semantics of OWL Annotation																					extension														annotatable																																						
anonymous_class_expression	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
anonymous_class_expression	all_of		all_of																holds if all of the expressions hold								sh:and													boolean_slot																True					anonymous_class_expression																															
anonymous_class_expression	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
anonymous_class_expression	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
anonymous_class_expression	any_of		any_of																holds if at least one of the expressions hold								sh:or													boolean_slot																True					anonymous_class_expression																															
anonymous_class_expression	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
anonymous_class_expression	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
anonymous_class_expression	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
anonymous_class_expression	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
anonymous_class_expression	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
anonymous_class_expression	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
anonymous_class_expression	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
anonymous_class_expression	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
anonymous_class_expression	exactly_one_of		exactly_one_of																holds if only one of the expressions hold								sh:xone													boolean_slot																True					anonymous_class_expression																															
anonymous_class_expression	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
anonymous_class_expression	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
anonymous_class_expression	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
anonymous_class_expression	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
anonymous_class_expression	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
anonymous_class_expression	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
anonymous_class_expression	is_a	True	is_a																specifies single-inheritance between classes or slots. While multiple inheritance is not allowed, mixins can be provided effectively providing the same thing. The semantics are the same when translated to formalisms that allow MI (e.g. RDFS/OWL). When translating to a SI framework (e.g. java classes, python classes) then is a is used. When translating a framework without polymorphism (e.g. json-schema, solr document schema) then is a and mixins are recursively unfolded			definition												basic|object_oriented																											definition																															
anonymous_class_expression	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
anonymous_class_expression	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
anonymous_class_expression	none_of		none_of																holds if none of the expressions hold								sh:not													boolean_slot																True					anonymous_class_expression																															
anonymous_class_expression	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
anonymous_class_expression	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
anonymous_class_expression	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
anonymous_class_expression	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
anonymous_class_expression	slot_conditions		slot_conditions																the redefinition of a slot in the context of the containing class definition.																	True																				True					slot_definition																															
anonymous_class_expression	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
anonymous_class_expression	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
anonymous_class_expression	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
anonymous_class_expression	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
anonymous_class_expression																																								anonymous_expression														class_expression																										testing												
anonymous_expression	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
anonymous_expression	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
anonymous_expression	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
anonymous_expression	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
anonymous_expression	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
anonymous_expression	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
anonymous_expression	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
anonymous_expression	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
anonymous_expression	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
anonymous_expression	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
anonymous_expression	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
anonymous_expression	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
anonymous_expression	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
anonymous_expression	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
anonymous_expression	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
anonymous_expression	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
anonymous_expression	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
anonymous_expression	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
anonymous_expression	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
anonymous_expression	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
anonymous_expression	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
anonymous_expression	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
anonymous_expression	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
anonymous_expression	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
anonymous_expression	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
anonymous_expression	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
anonymous_expression	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
anonymous_expression		True																																																				expression|extensible|annotatable|common_metadata																										testing												
anonymous_slot_expression	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
anonymous_slot_expression	all_members		all_members																"the value of the multiavlued slot is a list where all elements conform to the specified values.
this defines a dynamic class with named slots according to matching constraints

E.g to state that all members of a list are between 1 and 10
```
all_members:
  x:
    range: integer
    minimum_value: 10
    maximum_value: 10
```"																	True				list_value_specification_constant																True					slot_definition																			testing												
anonymous_slot_expression	all_of		all_of																holds if all of the expressions hold								sh:and													boolean_slot																True					anonymous_slot_expression																															
anonymous_slot_expression	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
anonymous_slot_expression	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
anonymous_slot_expression	any_of		any_of																holds if at least one of the expressions hold								sh:or													boolean_slot																True					anonymous_slot_expression																															
anonymous_slot_expression	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
anonymous_slot_expression	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
anonymous_slot_expression	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
anonymous_slot_expression	deprecated		deprecated							owl:deprecated									Description of why and when this element will no longer be used			element												basic																											string																															
anonymous_slot_expression	deprecated_element_has_exact_replacement		deprecated_element_has_exact_replacement																When an element is deprecated, it can be automatically replaced by this uri or curie																													IAO:0100001													uriorcurie																															
anonymous_slot_expression	deprecated_element_has_possible_replacement		deprecated_element_has_possible_replacement																When an element is deprecated, it can be potentially replaced by this uri or curie																													OIO:consider													uriorcurie																															
anonymous_slot_expression	description		description	definition															a description of the element's purpose and use			element					dcterms:description|schema:description							basic																											string			True														skos:definition														
anonymous_slot_expression	enum_range		enum_range																An inlined enumeration																																										enum_expression																															
anonymous_slot_expression	equals_expression		equals_expression								for example, a 'length' slot may have an equals_expression with value '(end-start)+1'								the value of the slot must equal the value of the evaluated expression																True					list_value_specification_constant																					string											https://github.com/linkml/linkml/issues/75								unstable							specify expression language					
anonymous_slot_expression	equals_number		equals_number																the slot must have range of a number and the value of the slot must equal the specified value																True					list_value_specification_constant																					integer																			unstable												
anonymous_slot_expression	equals_string		equals_string																the slot must have range string and the value of the slot must equal the specified value																True					list_value_specification_constant																					string																			testing												
anonymous_slot_expression	equals_string_in		equals_string_in																the slot must have range string and the value of the slot must equal one of the specified values																True					list_value_specification_constant																True					string																			testing												
anonymous_slot_expression	exact_mappings		exact_mappings																A list of terms from different schemas or terminology systems that have identical meaning.																False					mappings																True					uriorcurie																	skos:exactMatch														
anonymous_slot_expression	exactly_one_of		exactly_one_of																holds if only one of the expressions hold								sh:xone													boolean_slot																True					anonymous_slot_expression																															
anonymous_slot_expression	examples		examples							vann:example									example usages of an element			element												owl|basic		True																				True					example													example																		
anonymous_slot_expression	extensions		extensions																a tag/text tuple attached to an arbitrary element			extensible														True																				True					extension																															
anonymous_slot_expression	from_schema		from_schema																id of the schema that defined the element			element																																				A stronger model would be range schema_definition, but this doesn't address the import model			uri		supplied by the schema loader															skos:inScheme														
anonymous_slot_expression	has_member		has_member																the values of the slot is multivalued with at least one member satisfying the condition																	True				list_value_specification_constant																					anonymous_slot_expression																			testing												
anonymous_slot_expression	implicit_prefix		implicit_prefix																Causes the slot value to be interpreted as a uriorcurie after prefixing with this string			slot_expression																																							string																															
anonymous_slot_expression	imported_from		imported_from																the imports entry that this element was derived from.  Empty means primary source			element																																							string		supplied by the schema loader																													
anonymous_slot_expression	in_language		in_language																																																							Use a string from IETF BCP 47			string																	schema:inLanguage														
anonymous_slot_expression	in_subset		in_subset																used to indicate membership of a term in a defined subset of terms used for a particular domain or application (e.g. the translator_minimal subset holding the minimal set of predicates used in a translator knowledge graph)			element												basic																						True					subset_definition																	OIO:inSubset														
anonymous_slot_expression	inlined		inlined								classes without keys or identifiers are necessarily inlined as lists								True means that keyed or identified slot appears in an outer structure by value.  False means that only the key or identifier for the slot appears within the domain, referencing a structure that appears elsewhere.			slot_definition												basic	True																										boolean																															
anonymous_slot_expression	inlined_as_list		inlined_as_list								"The default loader will accept either list or dictionary form as input.  This parameter controls internal
representation and output.|A keyed or identified class with one additional slot can be input in a third form, a dictionary whose key
is the key or identifier and whose value is the one additional element.  This form is still stored according
to the inlined_as_list setting."								True means that an inlined slot is represented as a list of range instances.  False means that an inlined slot is represented as a dictionary, whose key is the slot key or identifier and whose value is the range instance.			slot_definition												basic	True																										boolean																															
anonymous_slot_expression	mappings		mappings	xrefs|identifiers|alternate identifiers|alternate ids															A list of terms from different schemas or terminology systems that have comparable meaning. These may include terms that are precisely equivalent, broader or narrower in meaning, or otherwise semantically related but not equivalent from a strict ontological perspective.																																					True					uriorcurie																	skos:mappingRelation														
anonymous_slot_expression	maximum_cardinality		maximum_cardinality																the maximum number of entries for a multivalued slot																True					list_value_specification_constant																					integer																			testing												
anonymous_slot_expression	maximum_value		maximum_value	high value															for slots with ranges of type number, the value must be equal to or lowe than this			slot_definition												basic	True																										integer																															
anonymous_slot_expression	minimum_cardinality		minimum_cardinality																the minimum number of entries for a multivalued slot																True					list_value_specification_constant																					integer																			testing												
anonymous_slot_expression	minimum_value		minimum_value	low value															for slots with ranges of type number, the value must be equal to or higher than this			slot_definition												basic	True																										integer																															
anonymous_slot_expression	narrow_mappings		narrow_mappings																A list of terms from different schemas or terminology systems that have narrower meaning.																False					mappings																True					uriorcurie																	skos:narrowMatch														
anonymous_slot_expression	none_of		none_of																holds if none of the expressions hold								sh:not													boolean_slot																True					anonymous_slot_expression																															
anonymous_slot_expression	notes		notes																editorial notes about an element intended for internal consumption			element												owl|basic																						True					string																	skos:editorialNote														
anonymous_slot_expression	pattern		pattern																the string value of the slot must conform to this regular expression expressed in the string			definition												basic	True																										string																															
anonymous_slot_expression	range		range	value domain							range is underspecified, as not all elements can appear as the range of a slot.								"defines the type of the object of the slot.  Given the following slot definition
  S1:
    domain: C1
    range:  C2
the declaration
  X:
    S1: Y

implicitly asserts Y is an instance of C2
"			slot_definition										default_range		minimal|basic|relational_model|object_oriented	True																										element																															
anonymous_slot_expression	range_expression		range_expression								one use for this is being able to describe a range using any_of expressions, for example to combine two enums								A range that is described as a boolean expression combining existing ranges			slot_expression																																							anonymous_class_expression																															
anonymous_slot_expression	rank		rank	order|precedence|display order							the rank of an element does not affect the semantics								the relative order in which the element occurs, lower values are given precedence															basic																											integer																	sh:order														
anonymous_slot_expression	recommended		recommended								This is to be used where not all data is expected to conform to having a required field|If a slot is recommended, and it is not populated, applications must not treat this as an error. Applications may use this to inform the user of missing data								true means that the slot should be present in the loaded definition, but this is not required			slot_definition												basic	True																										boolean											https://github.com/linkml/linkml/issues/177																				
anonymous_slot_expression	related_mappings		related_mappings																A list of terms from different schemas or terminology systems that have related meaning.																False					mappings																True					uriorcurie																	skos:relatedMatch														
anonymous_slot_expression	required		required																true means that the slot must be present in the loaded definition			slot_definition												minimal|basic|relational_model|object_oriented	True																										boolean																															
anonymous_slot_expression	see_also		see_also																a reference			element												owl|basic																						True					uriorcurie																	rdfs:seeAlso														
anonymous_slot_expression	source		source	origin|derived from						prov:wasDerivedFrom|schema:isBasedOn	The described resource may be derived from the related resource in whole or in part								A related resource from which the element is derived.			element												basic																											uriorcurie																	dcterms:source														
anonymous_slot_expression	structured_aliases		structured_aliases																A list of structured_alias objects.																	True																				True					structured_alias																	skosxl:altLabel														
anonymous_slot_expression	structured_pattern		structured_pattern																the string value of the slot must conform to the regular expression in the pattern expression			definition													True																										pattern_expression																															
anonymous_slot_expression	title		title	long name															the official title of the element			element												owl|basic																											string																	dcterms:title														
anonymous_slot_expression	todos		todos																Outstanding issue that needs resolution			element												basic																						True					string																															
anonymous_slot_expression																																								anonymous_expression														slot_expression																										testing												
anonymous_type_expression	all_of		all_of																holds if all of the expressions hold								sh:and													boolean_slot																True					anonymous_type_expression																															
anonymous_type_expression	any_of		any_of																holds if at least one of the expressions hold								sh:or													boolean_slot																True					anonymous_type_expression																															
anonymous_type_expression	equals_number		equals_number																the slot must have range of a number and the value of the slot must equal the specified value																True					list_value_specification_constant																					integer																			unstable												
anonymous_type_expression	equals_string		equals_string																the slot must have range string and the value of the slot must equal the specified value																True					list_value_specification_constant																					string																			testing												
anonymous_type_expression	equals_string_in		equals_string_in																the slot must have range string and the value of the slot must equal one of the specified values																True					list_value_specification_constant																True					string																			testing												
anonymous_type_expression	exactly_one_of		exactly_one_of																holds if only one of the expressions hold								sh:xone													boolean_slot																True					anonymous_type_expression																															
anonymous_type_expression	maximum_value		maximum_value	high value															for slots with ranges of type number, the value must be equal to or lowe than this			slot_definition												basic	True																										integer																															
anonymous_type_expression	minimum_value		minimum_value	low value															for slots with ranges of type number, the value must be equal to or higher than this			slot_definition												basic	True																										integer																															
anonymous_type_expression	none_of		none_of																holds if none of the expressions hold								sh:not													boolean_slot																True					anonymous_type_expression																															
anonymous_type_expression	pattern		pattern																the string value of the slot must conform to this regular expression expressed in the string			definition												basic	True																										string																															
anonymous_type_expression	structured_pattern		structured_pattern																the string value of the slot must conform to the regular expression in the pattern expression			definition													True																										pattern_expression																															
anonymous_type_expression																																																						type_expression																																						
class_definition	abstract		abstract																an abstract class is a high level class or slot that is typically used to group common slots together and cannot be directly instantiated.			definition												basic|object_oriented																											boolean																															
class_definition	aliases		aliases	synonyms|alternate names|alternative labels|designations																		element					schema:alternateName							basic																						True					string																	skos:altLabel														
class_definition	all_of		all_of																holds if all of the expressions hold								sh:and													boolean_slot																True					anonymous_class_expression																															
class_definition	alt_descriptions		alt_descriptions	alternate definitions																		element												basic		True																				True					alt_description																															
class_definition	annotations		annotations																a collection of tag/text tuples with the semantics of OWL Annotation			annotatable														True				extensions																True					annotation																															
class_definition	any_of		any_of																holds if at least one of the expressions hold								sh:or													boolean_slot																True					anonymous_class_expression																															
class_definition	apply_to		apply_to																Used to extend class or slot definitions. For example, if we have a core schema where a gene has two slots for identifier and symbol, and we have a specialized schema for my_organism where we wish to add a slot systematic_name, we can avoid subclassing by defining a class gene_my_organism, adding the slot to this class, and then adding an apply_to pointing to the gene class. The new slot will be 'injected into' the gene class.			definition																																		True					class_definition																															
class_definition	attributes		attributes								attributes are an alternative way of defining new slots.  An attribute adds a slot to the global space in the form <class_name>__<slot_name> (lower case, double underscores).  Attributes can be specialized via slot_usage.								Inline definition of slots			class_definition												minimal|basic|relational_model|object_oriented		True																				True					slot_definition																															
class_definition	broad_mappings		broad_mappings																A list of terms from different schemas or terminology systems that have broader meaning.																False					mappings																True					uriorcurie																	skos:broadMatch														
class_definition	children_are_mutually_disjoint		children_are_mutually_disjoint																If true then all direct is_a children are mutually disjoint and share no instances in common			definition																																							boolean																															
class_definition	class_uri		class_uri	public ID															URI of the class in an RDF environment			class_definition										class_curie		basic																											uriorcurie																															
class_definition	classification_rules		classification_rules																the collection of classification rules that apply to all members of this class			class_definition														True																				True					anonymous_class_expression																															
class_definition	close_mappings		close_mappings																A list of terms from different schemas or terminology systems that have close meaning.																False					mappings																True					uriorcurie																	skos:closeMatch														
class_definition	comments		comments																notes and comments about an element intended for external consumption			element					rdfs:comment							owl|basic																						True					string																	skos:note														
class_definition	conforms_to		conforms_to																An established standard to which the element conforms.			element												owl|basic																											string																	dcterms:conformsTo														
